path_id,period_index,simulation_year,period_in_year,equity_log_return,muni_bond_log_return,taxable_bond_log_return
P000054,3,3,1,0.37803947515748026,-0.014455262957275394,0.05330439566031675
P000054,4,4,1,0.29509772864513373,0.041764267815529443,0.082357403615693769
P000054,5,5,1,0.2493702597821259,-0.032874280473278006,0.003406962527793489
P000054,6,6,1,0.0036598016333067029,-0.014825843827064311,-0.050913588320399938
P000054,7,7,1,0.36305135948817169,0.057468169861063956,0.15270981460974165
P000054,8,8,1,0.094597936064514165,0.098165585323143567,0.11172477341137643
P000054,9,9,1,0.24493213200486208,0.082845376103929169,0.10776655835468585
P000054,10,10,1,0.065594864426976152,0.055222320137493952,0.052472561675925178
P000054,11,11,1,0.17078597789216632,-0.025147002763069359,0.085041767073402497
P000054,12,12,1,0.060557069124405061,0.035935983880437838,0.023619731209949535
P000054,13,13,1,0.089568803596064672,0.028103506940071021,-0.0012920480443670002
P000054,14,14,1,0.53345604754777476,0.030062652163554304,0.08611831025481731
P000054,15,15,1,0.040630914204877744,0.071671462476860626,0.10260274738340058
P000054,16,16,1,0.09740545934998579,0.14123591125033474,0.31710944948734898
P000054,17,17,1,-0.35909279735500954,0.00056791868107630705,0.041631680857307618
P000054,18,18,1,-0.012375993901822646,-0.010843429346005351,-0.014855554709713559
P000054,19,19,1,-0.05134378177975174,0.095450429215971688,0.066489272631615748
P000054,20,20,1,-0.16287000332910484,0.0021443147203550339,-0.066472814873268504
P000054,21,21,1,0.10706131529585239,0.044867080250709179,0.072619529157291751
P000054,22,22,1,-0.030753960426955107,0.029485952506749236,-0.017588920441435008
P000054,23,23,1,-0.082367545291265998,0.010646808307638089,-0.047030602903088248
P000054,24,24,1,0.058466729532595352,0.021876871735975634,0.074589910161524386
P000054,25,25,1,0.15210580174915211,0.029255605773461646,0.053506020913004271
P000054,26,26,1,0.25715607586183298,0.091468646395380659,0.14804247983224084
P000054,27,27,1,0.24309972458807527,0.064078413362353537,0.13051961912392951
P000054,28,28,1,0.23276069631396368,0.048708259013641175,0.070980350060849684
P000054,29,29,1,0.16183771320104468,0.0023203394590423088,0.030213790268184937
P000054,30,30,1,0.26649197956954174,0.078349601232427624,0.059287269849431112
P000054,31,31,1,0.33935151457270685,0.039710735385213525,0.054265176232990431
P000054,32,32,1,0.063758939345406773,-0.0060897971605529122,-0.025578233401285733
P000054,33,33,1,-0.065639487108964278,0.068797185801246385,0.022474088453373398
P000054,34,34,1,0.0078898242541831642,-0.0019595289620903955,-0.19717185736570508
P000054,35,35,1,0.26228712043538094,0.071211916051198365,0.12826429804648232
P000054,36,36,1,0.35711375161886005,0.039788957518363866,0.073368070257997964
P000054,37,37,1,0.0099313393817337392,0.080786060071717181,0.073528835621343713
P000054,38,38,1,-0.42263303028546684,0.058389311110532915,0.069109055240070383
P000054,39,39,1,0.09280945312471589,0.021493255205166761,0.069808194300731596
P000054,40,40,1,0.011613451474802972,0.11297458248078929,0.042674891707499274
P000054,41,41,1,-0.0081867663338557328,0.13492869045230904,0.20029889791228594
P000054,42,42,1,0.045225187274847922,0.071562593343652559,0.027330915803956746
P000054,43,43,1,0.0041953779609515962,0.024334214717922187,-0.022147140627516659
P000054,44,44,1,0.29715703119911918,0.13826519337873577,0.11331807130649452
P000054,45,45,1,0.18698259474256362,0.043589852418972619,0.086081918872271679
P000054,46,46,1,-0.53188334556005401,-0.0079592467241953457,-0.1163112819136467
P000054,47,47,1,0.11961841545157181,-0.011897961554876879,0.065423466514310746
P000054,48,48,1,-0.048438999179678088,0.091573917378699576,0.070853454762398904
P000054,49,49,1,0.25097277092558601,0.1451480878050635,0.17154390868729497
P000054,50,50,1,0.074910726356799628,0.066366419376542751,0.063017829091559285
P000055,1,1,1,0.1780283257614772,0.025474753515791981,0.012522516940593142
P000055,2,2,1,0.19118833325085216,-0.027637319195731536,0.078605857970977411
P000055,3,3,1,0.1671090373073727,0.02377038390182129,0.05543163874688517
